Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 00:31:17,"3.0948247, 101.6273747",174 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 00:31:37,"3.0959117, 101.629125",168 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 00:32:07,"3.0969567, 101.6321783",174 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 00:32:32,"3.0997967, 101.6322917",100 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 00:32:57,"3.1013567, 101.6317017",117 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 00:33:47,"3.1020933, 101.6294433",151 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 00:34:17,"3.104085, 101.6274167",182 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 00:34:52,"3.1065183, 101.6256733",46 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 00:35:47,"3.1087633, 101.6244767",177 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 00:39:02,"3.11116, 101.622265",146 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 00:39:42,"3.1127867, 101.6202133",131 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 00:40:17,"3.114865, 101.6213683",53 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 00:41:52,"3.116225, 101.6225283",118 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 00:43:32,"3.1182133, 101.6240917",89 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 00:43:57,"3.120595, 101.6220817",31 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 00:45:12,"3.1182617, 101.619455",195 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 00:49:02,"3.1116667, 101.6188917",72 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 00:51:07,"3.1098783, 101.61648",186 meter,32
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 00:29:55,"3.1101667, 101.61769",133 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 00:31:10,"3.1108067, 101.6136317",99 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 00:25:35,"3.1181483, 101.6196617",169 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 00:26:50,"3.1163267, 101.6219333",126 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 00:27:30,"3.1140833, 101.6209033",37 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 00:29:35,"3.1118633, 101.61902",98 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 00:30:40,"3.1098533, 101.61657",196 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 00:31:10,"3.1108067, 101.6136317",99 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 00:00:29,"3.1113041, 101.6120179",106 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 00:03:10,"3.1089717, 101.6114183",145 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 00:04:40,"3.101875, 101.6149867",187 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 00:05:55,"3.1014483, 101.61094",177 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 00:36:10,"3.110045, 101.6176117",122 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 00:00:29,"3.1113041, 101.6120179",106 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 00:03:10,"3.1089717, 101.6114183",157 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-02 00:03:50,"3.10574, 101.6111167",68 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 00:04:30,"3.103035, 101.6149233",186 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 00:06:00,"3.10106, 101.61094",168 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 00:06:25,"3.0980783, 101.6109883",139 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 00:07:35,"3.09255, 101.6109217",91 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 00:08:20,"3.0890833, 101.6129917",140 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 00:09:35,"3.0893083, 101.6148283",88 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 00:10:45,"3.092435, 101.6151033",187 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 00:11:40,"3.0949117, 101.6171567",63 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 00:18:20,"3.094675, 101.6273783",185 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 00:18:45,"3.0958083, 101.6289517",189 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 00:19:40,"3.0968767, 101.63215",183 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 00:20:15,"3.10009, 101.6322983",71 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 00:20:40,"3.101355, 101.6316067",107 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 00:21:45,"3.10302, 101.62942",54 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 00:22:10,"3.10408, 101.6273533",175 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 00:22:40,"3.1057183, 101.6259067",131 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 00:23:30,"3.1087533, 101.624655",195 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 00:25:45,"3.1110117, 101.6224333",171 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 00:26:50,"3.1127347, 101.620271",134 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 00:28:55,"3.115465, 101.6218817",34 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 00:29:10,"3.1167967, 101.62298",38 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 00:30:50,"3.1183083, 101.6240717",78 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 00:31:10,"3.1200783, 101.62262",113 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 00:32:25,"3.1182817, 101.61949",193 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 00:35:45,"3.11239, 101.6194567",173 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 00:38:20,"3.11002, 101.6162967",161 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:57:28,"3.1113093, 101.6121376",96 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 23:58:55,"3.1087617, 101.6113383",121 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 00:01:25,"3.10738, 101.6081483",198 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 00:02:40,"3.109355, 101.6050433",151 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 00:03:20,"3.1095017, 101.6000683",64 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 00:03:40,"3.1094983, 101.5969817",131 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 00:06:10,"3.10151, 101.5989433",119 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 00:07:05,"3.101945, 101.6004567",40 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 00:07:20,"3.1033233, 101.600415",27 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 00:07:35,"3.1046283, 101.600345",58 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 00:09:55,"3.105335, 101.6058683",160 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 00:10:55,"3.1034083, 101.6068933",37 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 00:11:20,"3.1020033, 101.6060433",121 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 00:12:35,"3.0986883, 101.6037467",151 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 00:13:10,"3.0972417, 101.6045533",28 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 00:13:40,"3.0967967, 101.6051583",41 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 00:14:10,"3.0962333, 101.605935",43 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 00:14:55,"3.097765, 101.60714",136 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 00:15:50,"3.102195, 101.6082367",141 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 00:16:50,"3.101545, 101.6120333",144 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 00:18:25,"3.1029533, 101.6165317",182 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 00:19:30,"3.10717, 101.616225",164 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 00:20:00,"3.1094583, 101.6170767",78 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:57:28,"3.1113093, 101.6121376",96 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 23:58:55,"3.1087617, 101.6113383",132 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 00:17:05,"3.101525, 101.61305",129 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 00:20:15,"3.1099517, 101.616405",175 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:46:45,"3.1110464, 101.6123148",62 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 23:47:52,"3.1089233, 101.6114033",140 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-01 23:49:32,"3.1020967, 101.6150433",199 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-01 23:50:47,"3.101535, 101.6109933",182 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 00:21:17,"3.110335, 101.6178317",153 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:46:45,"3.1110464, 101.6123148",62 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 23:47:52,"3.1089233, 101.6114033",151 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-01 23:48:27,"3.105695, 101.61122",56 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-01 23:49:32,"3.1020967, 101.6150433",113 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-01 23:50:57,"3.1007017, 101.6109267",129 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-01 23:51:42,"3.0980033, 101.61092",131 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-01 23:54:02,"3.0933333, 101.6110233",177 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-01 23:54:42,"3.0897617, 101.61284",193 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-01 23:55:17,"3.08946, 101.6149533",71 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-01 23:56:17,"3.092465, 101.6153217",165 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-01 23:57:02,"3.095015, 101.617185",53 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 00:02:47,"3.09472, 101.627385",182 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 00:03:12,"3.0958867, 101.62918",162 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 00:04:42,"3.097035, 101.6322467",165 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 00:05:12,"3.1002083, 101.6323683",56 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 00:05:32,"3.1013567, 101.6316633",113 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 00:06:32,"3.1029683, 101.6294583",61 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 00:07:07,"3.10399, 101.6266067",94 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 00:07:42,"3.10635, 101.625725",62 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 00:08:32,"3.1087183, 101.6246467",196 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 00:10:32,"3.1111467, 101.6223533",155 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 00:11:22,"3.11282, 101.6200467",135 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 00:11:47,"3.114785, 101.6213417",62 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 00:14:17,"3.1164717, 101.6227667",81 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 00:15:22,"3.1184667, 101.623985",59 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 00:15:42,"3.12024, 101.6224567",87 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 00:16:57,"3.11817, 101.6196533",171 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 00:21:02,"3.1117117, 101.6189017",76 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 00:22:42,"3.110015, 101.6163383",165 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:29:41,"3.1112863, 101.6126566",67 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 23:31:32,"3.1083467, 101.6112517",74 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-01 23:33:02,"3.1074417, 101.6068667",70 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-01 23:33:47,"3.1093833, 101.6048117",125 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-01 23:34:17,"3.1095267, 101.60036",96 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-01 23:35:02,"3.1095183, 101.5966517",107 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-01 23:37:32,"3.1015517, 101.5988667",127 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-01 23:38:27,"3.1025517, 101.6004417",29 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-01 23:38:32,"3.10317, 101.600395",43 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-01 23:38:42,"3.104535, 101.6002917",69 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-01 23:40:02,"3.1053483, 101.605765",171 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-01 23:40:57,"3.1037517, 101.607105",81 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-01 23:41:22,"3.10182, 101.6059",96 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-01 23:42:27,"3.0988583, 101.6038933",160 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-01 23:42:57,"3.0971867, 101.60472",10 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-01 23:43:12,"3.0966133, 101.6054317",5 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-01 23:43:22,"3.0962467, 101.6058733",50 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-01 23:44:07,"3.0986833, 101.6071317",35 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-01 23:45:07,"3.1023133, 101.6081083",160 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-01 23:45:42,"3.1015967, 101.611905",159 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-01 23:47:07,"3.1030283, 101.6165533",174 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-01 23:48:02,"3.1074767, 101.6162033",131 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-01 23:48:27,"3.10954, 101.617045",70 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:29:41,"3.1112863, 101.6126566",67 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 23:31:32,"3.1083467, 101.6112517",86 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-01 23:45:52,"3.1015933, 101.61249",191 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-01 23:48:37,"3.1099867, 101.6164967",183 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:29:22,"3.1112885, 101.612108",97 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-01 23:30:44,"3.1085967, 101.6113083",103 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-01 23:32:29,"3.101625, 101.6149283",178 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-01 23:33:24,"3.101575, 101.6109417",176 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 00:00:54,"3.1101567, 101.617695",133 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:29:22,"3.1112885, 101.612108",97 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-01 23:30:44,"3.1085967, 101.6113083",114 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-01 23:31:14,"3.1057383, 101.611165",63 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-01 23:32:19,"3.10242, 101.61499",132 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-01 23:33:29,"3.1012783, 101.610925",193 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-01 23:33:59,"3.0975333, 101.6109517",79 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-01 23:35:24,"3.09329, 101.6109533",172 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-01 23:36:14,"3.0892033, 101.6128983",155 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-01 23:36:44,"3.0891933, 101.6149683",101 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-01 23:37:44,"3.0924333, 101.615725",132 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-01 23:38:24,"3.0947, 101.616985",92 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-01 23:45:39,"3.0946167, 101.6274483",195 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-01 23:46:14,"3.09592, 101.6290917",171 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-01 23:47:04,"3.0973267, 101.632235",133 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-01 23:47:34,"3.0999967, 101.63228",81 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-01 23:48:04,"3.1013531, 101.6316589",113 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-01 23:49:04,"3.1022767, 101.6294017",130 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-01 23:49:44,"3.1038767, 101.6264817",84 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-01 23:50:09,"3.1056967, 101.6258617",131 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-01 23:50:59,"3.1087373, 101.6246667",196 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-01 23:53:19,"3.1112383, 101.6222067",136 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-01 23:53:44,"3.112935, 101.62001",127 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-01 23:54:09,"3.1145567, 101.6211767",93 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-01 23:54:24,"3.1161833, 101.62252",122 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-01 23:55:14,"3.1178067, 101.624315",140 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-01 23:55:44,"3.120455, 101.6222383",54 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-01 23:56:44,"3.1181183, 101.6196417",169 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 00:00:39,"3.1116617, 101.6188433",68 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 00:02:24,"3.10987, 101.6165917",198 meter,32
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-01 23:54:45,"3.1103883, 101.617875",160 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:57:45,"3.1108417, 101.613595",96 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-01 23:49:05,"3.1177283, 101.6200917",103 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-01 23:49:55,"3.116265, 101.6220483",122 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-01 23:52:45,"3.1143383, 101.6210317",66 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-01 23:54:25,"3.1119183, 101.6190883",107 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-01 23:57:25,"3.1103433, 101.61599",117 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-01 23:57:45,"3.1108417, 101.613595",96 meter,33
